Date,close
2023-12-04,3271.2236328125
2023-12-05,3289.05859375
2023-12-06,3356.57958984375
2023-12-07,3366.637451171875
2023-12-08,3377.627197265625
2023-12-11,3392.714599609375
2023-12-12,3419.90966796875
2023-12-13,3346.75390625
2023-12-14,3415.392578125
2023-12-15,3595.8359375
2023-12-18,3594.159423828125
2023-12-19,3554.1123046875
2023-12-20,3520.445556640625
2023-12-21,3527.384033203125
2023-12-22,3561.376953125
2023-12-26,3534.881103515625
2023-12-27,3549.456298828125
2023-12-28,3538.932373046875
2023-12-29,3532.87890625
2024-01-01,3549.36328125
2024-01-02,3523.379150390625
2024-01-03,3438.209716796875
2024-01-04,3414.973388671875
2024-01-05,3481.18994140625
2024-01-08,3425.68359375
2024-01-09,3436.486572265625
2024-01-10,3458.046875
2024-01-11,3479.00146484375
2024-01-12,3616.138916015625
2024-01-15,3635.69677734375
2024-01-16,3596.11572265625
2024-01-17,3617.815185546875
2024-01-18,3634.5791015625
2024-01-19,3697.83447265625
2024-01-23,3618.30810546875
2024-01-24,3602.881103515625
2024-01-25,3573.34033203125
2024-01-29,3564.6181640625
2024-01-30,3564.1962890625
2024-01-31,3578.638916015625
2024-02-01,3614.463134765625
2024-02-02,3719.638916015625
2024-02-05,3726.203125
2024-02-06,3878.78564453125
2024-02-07,3829.456298828125
2024-02-08,3877.003173828125
2024-02-09,3876.628662109375
2024-02-12,3864.436767578125
2024-02-13,3891.44580078125
2024-02-14,3845.1181640625
2024-02-15,3848.02490234375
2024-02-16,3871.56396484375
2024-02-19,3848.587890625
2024-02-20,3779.986572265625
2024-02-21,3743.271484375
2024-02-22,3832.926025390625
2024-02-23,3800.102783203125
2024-02-26,3752.2275390625
2024-02-27,3849.150390625
2024-02-28,3862.79541015625
2024-02-29,3840.4287109375
2024-03-01,3839.725341796875
2024-03-04,3826.924072265625
2024-03-05,3762.590087890625
2024-03-06,3811.544189453125
2024-03-07,3853.08935546875
2024-03-11,3865.984375
2024-03-12,3931.53662109375
2024-03-13,3890.9765625
2024-03-14,3945.9326171875
2024-03-15,3956.85791015625
2024-03-18,3894.25927734375
2024-03-19,3729.954345703125
2024-03-20,3723.95263671875
2024-03-21,3725.875
2024-03-22,3667.68408203125
2024-03-26,3636.36083984375
2024-03-27,3602.037109375
2024-03-28,3635.235595703125
2024-04-01,3673.169921875
2024-04-02,3642.269287109375
2024-04-03,3701.820556640625
2024-04-04,3754.337646484375
2024-04-05,3731.783203125
2024-04-08,3725.5
2024-04-09,3701.11669921875
2024-04-10,3736.84765625
2024-04-12,3752.5556640625
2024-04-15,3696.099365234375
2024-04-16,3631.953125
2024-04-18,3621.825439453125
2024-04-19,3588.251708984375
2024-04-22,3624.263427734375
2024-04-23,3633.7353515625
2024-04-24,3592.799560546875
2024-04-25,3612.634033203125
2024-04-26,3583.703125
2024-04-29,3629.51513671875
2024-04-30,3583.04638671875
2024-05-02,3623.044189453125
2024-05-03,3604.38134765625
2024-05-06,3677.202880859375
2024-05-07,3731.501708984375
2024-05-08,3729.62646484375
2024-05-09,3713.91796875
2024-05-10,3651.741455078125
2024-05-13,3702.2890625
2024-05-14,3658.587158203125
2024-05-15,3639.080810546875
2024-05-16,3684.942138671875
2024-05-17,3621.7939453125
2024-05-21,3608.663330078125
2024-05-22,3619.810546875
2024-05-23,3677.857421875
2024-05-24,3636.34130859375
2024-05-27,3634.027099609375
2024-05-28,3627.272705078125
2024-05-29,3593.0302734375
2024-05-30,3529.220458984375
2024-05-31,3467.67822265625
2024-06-03,3497.811767578125
2024-06-04,3509.288818359375
2024-06-05,3538.997314453125
2024-06-06,3618.298828125
2024-06-07,3678.32958984375
2024-06-10,3645.03173828125
2024-06-11,3638.797119140625
2024-06-12,3619.479736328125
2024-06-13,3663.404541015625
2024-06-14,3619.857421875
2024-06-18,3603.84619140625
2024-06-19,3591.18798828125
2024-06-20,3577.53857421875
2024-06-21,3599.73681640625
2024-06-24,3605.451904296875
2024-06-25,3625.90283203125
2024-06-26,3642.33984375
2024-06-27,3716.303466796875
2024-06-28,3687.965087890625
2024-07-01,3757.91455078125
2024-07-02,3794.944091796875
2024-07-03,3745.681396484375
2024-07-04,3798.297607421875
2024-07-05,3789.654296875
2024-07-08,3772.083984375
2024-07-09,3764.810302734375
2024-07-10,3692.688232421875
2024-07-11,3706.432373046875
2024-07-12,3952.271728515625
2024-07-15,3938.338623046875
2024-07-16,3947.076416015625
2024-07-18,4076.583984375
2024-07-19,4073.60205078125
2024-07-22,4059.352294921875
2024-07-23,4073.554931640625
2024-07-24,4077.247314453125
2024-07-25,4092.633056640625
2024-07-26,4154.5078125
2024-07-29,4148.11669921875
2024-07-30,4133.205078125
2024-07-31,4152.1416015625
2024-08-01,4163.2666015625
2024-08-02,4055.280517578125
2024-08-05,3934.087890625
2024-08-06,3949.37939453125
2024-08-07,3977.073486328125
2024-08-08,3950.6572265625
2024-08-09,4003.868408203125
2024-08-12,3972.528564453125
2024-08-13,3973.760009765625
2024-08-14,4066.83251953125
2024-08-16,4181.2080078125
2024-08-19,4251.22509765625
2024-08-20,4282.7548828125
2024-08-21,4309.455078125
2024-08-22,4262.587890625
2024-08-23,4226.51416015625
2024-08-26,4263.01416015625
2024-08-27,4257.9951171875
2024-08-28,4266.42236328125
2024-08-29,4271.8662109375
2024-08-30,4311.58544921875
2024-09-02,4280.6240234375
2024-09-03,4272.38720703125
2024-09-04,4241.0478515625
2024-09-05,4237.923828125
2024-09-06,4219.74365234375
2024-09-09,4212.9267578125
2024-09-10,4268.12646484375
2024-09-11,4241.14208984375
2024-09-12,4277.45263671875
2024-09-13,4282.09228515625
2024-09-16,4273.23974609375
2024-09-17,4266.04345703125
2024-09-18,4115.025390625
2024-09-19,4067.683837890625
2024-09-20,4057.032470703125
2024-09-23,4041.504638671875
2024-09-24,4044.156005859375
2024-09-25,4047.4228515625
2024-09-26,4064.227783203125
2024-09-27,4079.567138671875
2024-09-30,4041.504638671875
2024-10-01,4059.873291015625
2024-10-03,4007.65625
2024-10-04,4026.11865234375
2024-10-07,4045.623291015625
2024-10-08,4027.06640625
2024-10-09,4026.781982421875
2024-10-10,4002.59033203125
2024-10-11,3928.54931640625
2024-10-14,3916.666259765625
2024-10-15,3897.8720703125
2024-10-16,3877.18408203125
2024-10-17,3890.48681640625
2024-10-18,3913.31298828125
2024-10-21,3872.31103515625
2024-10-22,3811.234375
2024-10-23,3859.40283203125
2024-10-24,3841.986083984375
2024-10-25,3851.1455078125
2024-10-28,3882.75146484375
2024-10-29,3867.945068359375
2024-10-30,3876.86669921875
2024-10-31,3766.577880859375
2024-11-01,3781.526611328125
2024-11-04,3762.496337890625
2024-11-05,3769.330322265625
2024-11-06,3929.06884765625
2024-11-07,3939.74658203125
2024-11-08,3936.045166015625
2024-11-11,3985.114990234375
2024-11-12,3983.881103515625
2024-11-13,3939.224853515625
2024-11-14,3935.0009765625
2024-11-18,3815.031005859375
2024-11-19,3834.061279296875
2024-11-21,3865.6669921875
2024-11-22,4028.68017578125
2024-11-25,4095.593994140625
2024-11-26,4131.28173828125
2024-11-27,4112.15576171875
2024-11-28,4028.96484375
2024-11-29,4053.5947265625
2024-12-02,4059.099853515625
2024-12-03,4083.87255859375
2024-12-04,4132.89501953125
2024-12-05,4236.96630859375
2024-12-06,4219.36083984375
2024-12-09,4225.67236328125
2024-12-10,4207.0693359375
2024-12-11,4202.22900390625
2024-12-12,4228.32958984375
2024-12-13,4246.31640625
2024-12-16,4190.6015625
2024-12-17,4108.31201171875
2024-12-18,4126.6787109375
2024-12-19,4054.59130859375
2024-12-20,3958.15966796875
2024-12-23,3946.769775390625
2024-12-24,3966.891845703125
2024-12-26,3957.020751953125
2024-12-27,3952.987060546875
2024-12-30,3947.24462890625
2024-12-31,3886.500244140625
2025-01-01,3903.2529296875
2025-01-02,3963.33251953125
2025-01-03,3891.3408203125
2025-01-06,3886.6904296875
2025-01-07,3823.38330078125
2025-01-08,3899.408203125
2025-01-09,3833.396484375
2025-01-10,4048.659423828125
2025-01-13,4072.81494140625
2025-01-14,4017.717529296875
2025-01-15,4033.426025390625
2025-01-16,3992.328125
2025-01-17,3986.52880859375
2025-01-20,3941.582275390625
2025-01-21,3901.03369140625
2025-01-22,4017.75
2025-01-23,4006.972412109375
2025-01-24,4013.64208984375
2025-01-27,3929.354736328125
2025-01-28,3905.3349609375
2025-01-29,3962.84716796875
2025-01-30,3963.088623046875
2025-01-31,3975.0263671875
2025-02-01,3937.087646484375
2025-02-03,3932.73779296875
2025-02-04,3969.85498046875
2025-02-05,3954.438232421875
2025-02-06,3946.366943359375
2025-02-07,3894.799072265625
2025-02-10,3902.096923828125
2025-02-11,3831.14892578125
2025-02-12,3818.1962890625
2025-02-13,3779.53271484375
2025-02-14,3803.40771484375
2025-02-17,3774.071533203125
2025-02-18,3743.816650390625
2025-02-19,3657.693359375
2025-02-20,3653.150146484375
2025-02-21,3659.52978515625
2025-02-24,3552.817626953125
2025-02-25,3508.3056640625
2025-02-27,3491.873779296875
2025-02-28,3366.89306640625
2025-03-03,3376.365966796875
2025-03-04,3414.062744140625
2025-03-05,3428.561767578125
2025-03-06,3481.289794921875
2025-03-07,3490.56884765625
2025-03-10,3469.73876953125
2025-03-11,3455.8681640625
2025-03-12,3389.076416015625
2025-03-13,3393.764404296875
2025-03-17,3380.8603515625
2025-03-18,3380.8603515625
2025-03-19,3380.280517578125
2025-03-20,3444.123779296875
2025-03-21,3458.57470703125
2025-03-24,3507.7255859375
2025-03-25,3535.56396484375
2025-03-26,3514.34716796875
2025-03-27,3529.232666015625
2025-03-28,3485.6875
2025-04-01,3432.1865234375
2025-04-02,3425.5654296875
2025-04-03,3289.468505859375
2025-04-04,3189.184326171875
2025-04-07,3164.68115234375
2025-04-08,3182.94970703125
2025-04-09,3138.148193359375
2025-04-11,3123.552734375
2025-04-15,3139.694580078125
2025-04-16,3164.439697265625
2025-04-17,3188.700927734375
2025-04-21,3210.64306640625
2025-04-22,3203.683349609375
2025-04-23,3298.98974609375
2025-04-24,3287.970703125
2025-04-25,3332.820556640625
2025-04-28,3328.470703125
2025-04-29,3356.502197265625
2025-04-30,3338.330078125
2025-05-02,3316.388427734375
2025-05-05,3338.91015625
2025-05-06,3344.419921875
2025-05-07,3330.017578125
2025-05-08,3333.6904296875
2025-05-09,3325.3779296875
2025-05-12,3499.46142578125
2025-05-13,3397.582275390625
2025-05-14,3430.156494140625
2025-05-15,3460.314208984375
2025-05-16,3442.335693359375
2025-05-19,3401.255859375
2025-05-20,3381.440185546875
2025-05-21,3408.021728515625
2025-05-22,3360.851806640625
2025-05-23,3397.19580078125
2025-05-26,3419.1376953125
2025-05-27,3381.826904296875
2025-05-28,3380.8603515625
2025-05-29,3381.2470703125
2025-05-30,3347.705810546875
2025-06-02,3334.560546875
2025-06-03,3291.449951171875
2025-06-04,3297.0087890625
2025-06-05,3287.4521484375
2025-06-06,3300.22705078125
2025-06-09,3336.991455078125
2025-06-10,3376.973876953125
2025-06-11,3385.750732421875
2025-06-12,3348.986328125
2025-06-13,3360.200927734375
2025-06-16,3409.54541015625
2025-06-17,3428.073974609375
2025-06-18,3365.75927734375
2025-06-19,3339.03955078125
2025-06-20,3350.448974609375
2025-06-23,3309.39404296875
2025-06-24,3306.27294921875
2025-06-25,3359.3232421875
2025-06-26,3356.397705078125
2025-06-27,3355.71533203125
2025-06-30,3376.09619140625
2025-07-01,3344.59765625
2025-07-02,3338.356689453125
2025-07-03,3316.4150390625
2025-07-04,3334.94384765625
2025-07-07,3327.04443359375
2025-07-08,3321.68115234375
2025-07-09,3299.837158203125
2025-07-10,3298.08154296875
2025-07-11,3184.9599609375
2025-07-14,3142.734130859375
2025-07-15,3171.599853515625
2025-07-16,3163.576171875
2025-07-17,3140.18994140625
2025-07-18,3121.304931640625
2025-07-21,3090.28662109375
2025-07-22,3091.65673828125
2025-07-23,3110.7373046875
2025-07-24,3080.30615234375
2025-07-25,3068.368408203125
2025-07-28,3013.083251953125
2025-07-29,2990.284423828125
2025-07-30,2987.93603515625
2025-07-31,2971.497314453125
2025-08-01,2938.424072265625
2025-08-04,3008.28857421875
2025-08-05,2998.014404296875
2025-08-06,2967.093994140625
2025-08-07,2981.47802734375
2025-08-08,2971.105712890625
2025-08-11,2975.411376953125
2025-08-12,2970.127197265625
2025-08-13,2970.91015625
2025-08-14,2957.30908203125
2025-08-18,2946.44775390625
2025-08-19,2951.34033203125
2025-08-20,3031.96826171875
2025-08-21,3035.882568359375
2025-08-22,2988.327392578125
2025-08-25,3073.065185546875
2025-08-26,3089.308349609375
2025-08-28,3027.173583984375
2025-08-29,3018.3671875
2025-09-01,3045.667236328125
2025-09-02,3044.5908203125
2025-09-03,3030.891845703125
2025-09-04,3029.130859375
2025-09-05,2982.75
2025-09-08,2954.080078125
2025-09-09,2983.826171875
2025-09-10,3043.123291015625
2025-09-11,3057.017822265625
2025-09-12,3066.02001953125
2025-09-15,3044.982177734375
2025-09-16,3078.0556640625
2025-09-17,3104.57275390625
2025-09-18,3108.388916015625
2025-09-19,3101.050048828125
2025-09-22,3007.70166015625
2025-09-23,2996.546630859375
2025-09-24,2970.127197265625
2025-09-25,2893.804443359375
2025-09-26,2836.758544921875
2025-09-29,2833.82275390625
2025-09-30,2826.288330078125
2025-10-01,2851.53369140625
2025-10-03,2839.498046875
2025-10-06,2924.137939453125
2025-10-07,2909.75390625
2025-10-08,2962.103515625
2025-10-09,2995.86181640625
2025-10-10,2963.179931640625
2025-10-13,2942.533935546875
2025-10-14,2896.642333984375
2025-10-15,2916.7763671875
2025-10-16,2917.66015625
2025-10-17,2909.311767578125
2025-10-20,2961.365478515625
2025-10-21,2953.017333984375
2025-10-23,3018.330078125
2025-10-24,3008.508544921875
2025-10-27,3029.821044921875
2025-10-28,3003.30322265625
2025-10-29,3003.0087890625
2025-10-30,2981.106689453125
2025-10-31,3003.4013671875
2025-11-03,2962.93701171875
2025-11-04,2936.81201171875
2025-11-06,2957.142333984375
2025-11-07,2938.383544921875
2025-11-10,2971.18701171875
2025-11-11,2992.597900390625
2025-11-12,3075.8837890625
2025-11-13,3050.249755859375
2025-11-14,3050.54443359375
2025-11-17,3046.812255859375
2025-11-18,3031.98193359375
2025-11-19,3091.499755859375
2025-11-20,3088.65185546875
2025-11-21,3094.34814453125
2025-11-24,3085.115966796875
2025-11-25,3063.5087890625
2025-11-26,3106.428466796875
2025-11-27,3080.59814453125
2025-11-28,3081.48193359375
2025-12-01,3077.455078125
2025-12-02,3079.714111328125
2025-12-03,3123.22314453125
2025-12-04,3171.544677734375
2025-12-05,3180.384033203125
2025-12-08,3178.71435546875
2025-12-09,3151.01806640625
2025-12-10,3132.259033203125
2025-12-11,3134.91064453125
2025-12-12,3163.0
2025-12-15,3172.52685546875
2025-12-16,3147.875244140625
2025-12-17,3160.348388671875
2025-12-18,3222.2236328125
2025-12-19,3223.402099609375
2025-12-22,3265.5361328125
2025-12-23,3250.902099609375
2025-12-24,3259.741455078125
2025-12-26,3221.437744140625
2025-12-29,3193.446533203125
2025-12-30,3188.83056640625
2025-12-31,3148.955322265625
2026-01-01,3169.77685546875
2026-01-02,3192.660888671875
2026-01-05,3158.6787109375
2026-01-06,3197.669921875
2026-01-07,3236.75927734375
2026-01-08,3146.6962890625
2026-01-09,3150.52685546875
2026-01-12,3181.75927734375
2026-01-13,3209.652099609375
2026-01-14,3135.5
2026-01-15,3135.5
2026-01-16,3206.699951171875
2026-01-19,3163.60009765625
2026-01-20,3102.300048828125
2026-01-21,3122.60009765625
2026-01-22,3150.39990234375
2026-01-23,3162.5
2026-01-27,3158.0
2026-01-28,3200.10009765625
2026-01-29,3144.39990234375
2026-01-30,3123.89990234375
2026-02-02,3169.60009765625
2026-02-03,3225.300048828125
2026-02-04,2999.10009765625
2026-02-05,2991.5
2026-02-06,2941.60009765625
2026-02-09,2948.199951171875
2026-02-10,2984.60009765625
2026-02-11,2909.800048828125
2026-02-12,2750.10009765625
2026-02-13,2692.199951171875
2026-02-16,2706.60009765625
2026-02-17,2717.39990234375
2026-02-18,2694.89990234375
2026-02-19,2677.89990234375
2026-02-20,2686.199951171875
2026-02-23,2676.300048828125
2026-02-24,2573.699951171875
2026-02-25,2629.300048828125
2026-02-26,2647.699951171875
2026-02-27,2637.39990234375
2026-03-02,2613.5
2026-03-04,2587.800048828125
2026-03-05,2578.800048828125
2026-03-06,2557.60009765625
2026-03-09,2527.39990234375
2026-03-10,2513.10009765625
2026-03-11,2464.89990234375
2026-03-12,2442.39990234375
2026-03-13,2410.5
2026-03-16,2409.199951171875
2026-03-17,2391.699951171875
2026-03-18,2440.800048828125
2026-03-19,2356.0
2026-03-20,2390.60009765625
2026-03-23,2383.800048828125
2026-03-24,2398.800048828125
2026-03-25,2377.39990234375
2026-03-27,2389.800048828125
2026-03-30,2358.89990234375
2026-04-01,2408.199951171875
2026-04-02,2450.699951171875
2026-04-06,2473.89990234375
2026-04-07,2539.800048828125
2026-04-08,2559.199951171875
2026-04-09,2589.0
2026-04-10,2524.300048828125
2026-04-13,2472.60009765625
2026-04-15,2554.89990234375
2026-04-16,2576.89990234375
2026-04-17,2581.5
2026-04-20,2581.300048828125
2026-04-21,2610.5
2026-04-22,2538.5
2026-04-23,2521.800048828125
2026-04-24,2503.5
