Date,close
2023-12-06,3524.724365234375
2023-12-07,3562.983642578125
2023-12-08,3611.92578125
2023-12-11,3607.8017578125
2023-12-12,3549.071044921875
2023-12-13,3579.827880859375
2023-12-14,3568.946044921875
2023-12-15,3578.0390625
2023-12-18,3596.969970703125
2023-12-19,3587.876953125
2023-12-20,3531.879638671875
2023-12-21,3557.61767578125
2023-12-22,3604.671630859375
2023-12-26,3633.837890625
2023-12-27,3666.1845703125
2023-12-28,3691.872802734375
2023-12-29,3652.470458984375
2024-01-01,3654.16015625
2024-01-02,3675.128173828125
2024-01-03,3669.960693359375
2024-01-04,3696.444091796875
2024-01-05,3689.3388671875
2024-01-08,3682.87939453125
2024-01-09,3670.904541015625
2024-01-10,3691.226806640625
2024-01-11,3675.47607421875
2024-01-12,3702.70458984375
2024-01-15,3735.349609375
2024-01-16,3796.4150390625
2024-01-17,3806.10400390625
2024-01-18,3711.35009765625
2024-01-19,3786.77587890625
2024-01-23,3716.26904296875
2024-01-24,3744.293212890625
2024-01-25,3746.628173828125
2024-01-29,3842.475341796875
2024-01-30,3712.3935546875
2024-01-31,3674.4326171875
2024-02-01,3604.770751953125
2024-02-02,3589.814697265625
2024-02-05,3529.84228515625
2024-02-06,3536.897705078125
2024-02-07,3554.139404296875
2024-02-08,3526.91064453125
2024-02-09,3569.14501953125
2024-02-12,3562.834716796875
2024-02-13,3537.69287109375
2024-02-14,3563.1328125
2024-02-15,3599.40478515625
2024-02-16,3632.5458984375
2024-02-19,3671.9482421875
2024-02-20,3663.650390625
2024-02-21,3633.490234375
2024-02-22,3629.217041015625
2024-02-23,3668.86767578125
2024-02-26,3599.851806640625
2024-02-27,3631.005859375
2024-02-28,3572.2255859375
2024-02-29,3601.73974609375
2024-03-01,3742.355224609375
2024-03-04,3709.064697265625
2024-03-05,3727.2998046875
2024-03-06,3786.9248046875
2024-03-07,3763.223876953125
2024-03-11,3726.703369140625
2024-03-12,3725.362060546875
2024-03-13,3603.03173828125
2024-03-14,3617.391357421875
2024-03-15,3610.48486328125
2024-03-18,3557.3193359375
2024-03-19,3560.99609375
2024-03-20,3568.0517578125
2024-03-21,3604.8701171875
2024-03-22,3683.525146484375
2024-03-26,3675.078369140625
2024-03-27,3735.895751953125
2024-03-28,3778.031005859375
2024-04-01,3715.027099609375
2024-04-02,3732.46728515625
2024-04-03,3689.2890625
2024-04-04,3759.099853515625
2024-04-05,3730.976806640625
2024-04-08,3725.46142578125
2024-04-09,3656.346435546875
2024-04-10,3687.9970703125
2024-04-12,3596.671875
2024-04-15,3578.088623046875
2024-04-16,3623.10546875
2024-04-18,3503.060791015625
2024-04-19,3540.7734375
2024-04-22,3574.262939453125
2024-04-23,3610.2861328125
2024-04-24,3587.181396484375
2024-04-25,3548.773193359375
2024-04-26,3562.3876953125
2024-04-29,3582.312255859375
2024-04-30,3566.8095703125
2024-05-02,3546.1396484375
2024-05-03,3511.8056640625
2024-05-06,3259.64208984375
2024-05-07,3250.449951171875
2024-05-08,3239.46923828125
2024-05-09,3225.407470703125
2024-05-10,3269.281494140625
2024-05-13,3233.3076171875
2024-05-14,3268.33740234375
2024-05-15,3248.11474609375
2024-05-16,3313.055908203125
2024-05-17,3340.1357421875
2024-05-21,3355.886474609375
2024-05-22,3362.69384765625
2024-05-23,3430.467529296875
2024-05-24,3391.065185546875
2024-05-27,3382.12158203125
2024-05-28,3388.083984375
2024-05-29,3359.265380859375
2024-05-30,3251.394287109375
2024-05-31,3221.63134765625
2024-06-03,3240.810791015625
2024-06-04,3218.69970703125
2024-06-05,3296.90771484375
2024-06-06,3300.8828125
2024-06-07,3422.517333984375
2024-06-10,3400.803955078125
2024-06-11,3389.3759765625
2024-06-12,3361.153564453125
2024-06-13,3450.4912109375
2024-06-14,3507.979736328125
2024-06-18,3566.561279296875
2024-06-19,3440.703125
2024-06-20,3414.468017578125
2024-06-21,3378.494384765625
2024-06-24,3391.015869140625
2024-06-25,3381.177490234375
2024-06-26,3351.663330078125
2024-06-27,3370.456787109375
2024-06-28,3393.98583984375
2024-07-01,3421.154052734375
2024-07-02,3389.449462890625
2024-07-03,3350.167724609375
2024-07-04,3325.990478515625
2024-07-05,3259.54052734375
2024-07-08,3146.72998046875
2024-07-09,3205.5029296875
2024-07-10,3215.323486328125
2024-07-11,3238.852783203125
2024-07-12,3220.1591796875
2024-07-15,3214.52587890625
2024-07-16,3224.346435546875
2024-07-18,3252.312255859375
2024-07-19,3249.2216796875
2024-07-22,3244.68505859375
2024-07-23,3456.447998046875
2024-07-24,3467.963134765625
2024-07-25,3395.5810546875
2024-07-26,3483.666015625
2024-07-29,3401.46337890625
2024-07-30,3457.84375
2024-07-31,3448.571533203125
2024-08-01,3457.943603515625
2024-08-02,3451.96142578125
2024-08-05,3365.820556640625
2024-08-06,3325.09326171875
2024-08-07,3316.269775390625
2024-08-08,3286.609130859375
2024-08-09,3321.703369140625
2024-08-12,3310.885986328125
2024-08-13,3373.39794921875
2024-08-14,3391.94189453125
2024-08-16,3434.414306640625
2024-08-19,3454.4541015625
2024-08-20,3464.4736328125
2024-08-21,3549.717041015625
2024-08-22,3593.585205078125
2024-08-23,3559.288330078125
2024-08-26,3619.307861328125
2024-08-27,3540.5947265625
2024-08-28,3516.916015625
2024-08-29,3522.598876953125
2024-08-30,3554.452880859375
2024-09-02,3576.785888671875
2024-09-03,3610.284912109375
2024-09-04,3596.875244140625
2024-09-05,3711.679931640625
2024-09-06,3684.411865234375
2024-09-09,3673.494873046875
2024-09-10,3716.216064453125
2024-09-11,3699.965087890625
2024-09-12,3752.95556640625
2024-09-13,3755.697265625
2024-09-16,3729.42626953125
2024-09-17,3756.095947265625
2024-09-18,3714.17236328125
2024-09-19,3769.60546875
2024-09-20,3785.806640625
2024-09-23,3808.63818359375
2024-09-24,3773.54345703125
2024-09-25,3726.03662109375
2024-09-26,3746.275634765625
2024-09-27,3805.248291015625
2024-09-30,3812.476318359375
2024-10-01,3764.620361328125
2024-10-03,3663.923583984375
2024-10-04,3659.088134765625
2024-10-07,3578.480712890625
2024-10-08,3482.868408203125
2024-10-09,3482.968017578125
2024-10-10,3436.90673828125
2024-10-11,3463.97509765625
2024-10-14,3487.30517578125
2024-10-15,3497.972900390625
2024-10-16,3460.58544921875
2024-10-17,3393.138671875
2024-10-18,3371.30419921875
2024-10-21,3353.15869140625
2024-10-22,3319.80908203125
2024-10-23,3278.73291015625
2024-10-24,3320.90576171875
2024-10-25,3256.7490234375
2024-10-28,3273.199462890625
2024-10-29,3273.54833984375
2024-10-30,3298.523193359375
2024-10-31,3257.24755859375
2024-11-01,3283.8173828125
2024-11-04,3212.33251953125
2024-11-05,3220.557861328125
2024-11-06,3167.517578125
2024-11-07,3111.486083984375
2024-11-08,3176.68994140625
2024-11-11,3196.97900390625
2024-11-12,3188.853271484375
2024-11-13,3178.28515625
2024-11-14,3174.1474609375
2024-11-18,3162.78173828125
2024-11-19,3215.0244140625
2024-11-21,3168.913330078125
2024-11-22,3298.7724609375
2024-11-25,3299.17138671875
2024-11-26,3317.51611328125
2024-11-27,3281.7734375
2024-11-28,3202.711669921875
2024-11-29,3239.25146484375
2024-12-02,3296.927978515625
2024-12-03,3322.750244140625
2024-12-04,3354.355224609375
2024-12-05,3430.725341796875
2024-12-06,3459.688232421875
2024-12-09,3457.7939453125
2024-12-10,3465.3212890625
2024-12-11,3462.67919921875
2024-12-12,3435.4111328125
2024-12-13,3498.322021484375
2024-12-16,3427.8837890625
2024-12-17,3395.88037109375
2024-12-18,3391.692626953125
2024-12-19,3346.778076171875
2024-12-20,3346.1796875
2024-12-23,3386.757568359375
2024-12-24,3343.338134765625
2024-12-26,3313.079345703125
2024-12-27,3299.27099609375
2024-12-30,3247.57666015625
2024-12-31,3243.388916015625
2025-01-01,3244.087158203125
2025-01-02,3378.78173828125
2025-01-03,3441.29345703125
2025-01-06,3459.987060546875
2025-01-07,3494.583251953125
2025-01-08,3473.596435546875
2025-01-09,3476.58740234375
2025-01-10,3429.927734375
2025-01-13,3372.600341796875
2025-01-14,3312.531005859375
2025-01-15,3313.528076171875
2025-01-16,3306.94775390625
2025-01-17,3347.326171875
2025-01-20,3372.101806640625
2025-01-21,3343.28857421875
2025-01-22,3346.379150390625
2025-01-23,3388.35302734375
2025-01-24,3391.94189453125
2025-01-27,3309.390625
2025-01-28,3315.920654296875
2025-01-29,3360.63623046875
2025-01-30,3358.293212890625
2025-01-31,3479.77783203125
2025-02-01,3541.342529296875
2025-02-03,3569.5576171875
2025-02-04,3586.9052734375
2025-02-05,3480.42578125
2025-02-06,3400.516357421875
2025-02-07,3414.524169921875
2025-02-10,3317.466064453125
2025-02-11,3271.953125
2025-02-12,3245.68212890625
2025-02-13,3221.80419921875
2025-02-14,3203.60888671875
2025-02-17,3223.4990234375
2025-02-18,3212.18310546875
2025-02-19,3200.667724609375
2025-02-20,3181.874267578125
2025-02-21,3170.35888671875
2025-02-24,3163.4794921875
2025-02-25,3189.2021484375
2025-02-27,3213.429443359375
2025-02-28,3068.016845703125
2025-03-03,3072.752685546875
2025-03-04,3039.353271484375
2025-03-05,3077.2890625
2025-03-06,3111.7353515625
2025-03-07,3070.110595703125
2025-03-10,3017.71826171875
2025-03-11,3037.25927734375
2025-03-12,3009.891845703125
2025-03-13,3001.1181640625
2025-03-17,3008.296630859375
2025-03-18,3008.296630859375
2025-03-19,3067.06982421875
2025-03-20,3183.519287109375
2025-03-21,3153.21044921875
2025-03-24,3069.861328125
2025-03-25,3044.53759765625
2025-03-26,3048.326171875
2025-03-27,3078.385498046875
2025-03-28,3054.15869140625
2025-04-01,2977.98779296875
2025-04-02,3089.1533203125
2025-04-03,3118.166015625
2025-04-04,3066.969970703125
2025-04-07,3013.132080078125
2025-04-08,3112.931884765625
2025-04-09,3164.6259765625
2025-04-11,3225.19384765625
2025-04-15,3263.578369140625
2025-04-16,3262.282470703125
2025-04-17,3317.51611328125
2025-04-21,3326.09033203125
2025-04-22,3327.38623046875
2025-04-23,3347.2265625
2025-04-24,3372.450927734375
2025-04-25,3355.102783203125
2025-04-28,3358.9912109375
2025-04-29,3368.462890625
2025-04-30,3369.559326171875
2025-05-02,3331.97265625
2025-05-05,3311.833251953125
2025-05-06,3289.400634765625
2025-05-07,3328.8818359375
2025-05-08,3359.190673828125
2025-05-09,3499.767578125
2025-05-12,3552.209716796875
2025-05-13,3552.5087890625
2025-05-14,3576.835693359375
2025-05-15,3625.887939453125
2025-05-16,3622.79736328125
2025-05-19,3606.84521484375
2025-05-20,3569.856689453125
2025-05-21,3569.7568359375
2025-05-22,3530.37548828125
2025-05-23,3568.959228515625
2025-05-26,3599.467529296875
2025-05-27,3578.630126953125
2025-05-28,3563.974365234375
2025-05-29,3577.53369140625
2025-05-30,3544.33349609375
2025-06-02,3514.921875
2025-06-03,3509.239013671875
2025-06-04,3489.299072265625
2025-06-05,3493.486572265625
2025-06-06,3549.21875
2025-06-09,3523.296630859375
2025-06-10,3513.625732421875
2025-06-11,3530.9736328125
2025-06-12,3442.34033203125
2025-06-13,3411.6328125
2025-06-16,3427.7841796875
2025-06-17,3395.4814453125
2025-06-18,3457.39501953125
2025-06-19,3494.882080078125
2025-06-20,3508.44140625
2025-06-23,3495.181396484375
2025-06-24,3515.42041015625
2025-06-25,3641.24169921875
2025-06-26,3683.6142578125
2025-06-27,3655.19970703125
2025-06-30,3679.127685546875
2025-07-01,3689.39697265625
2025-07-02,3696.874267578125
2025-07-03,3667.662353515625
2025-07-04,3675.837646484375
2025-07-07,3655.10009765625
2025-07-08,3441.300048828125
2025-07-09,3432.10009765625
2025-07-10,3419.800048828125
2025-07-11,3361.60009765625
2025-07-14,3404.699951171875
2025-07-15,3415.0
2025-07-16,3417.300048828125
2025-07-17,3433.300048828125
2025-07-18,3402.89990234375
2025-07-21,3433.0
2025-07-22,3472.39990234375
2025-07-23,3471.39990234375
2025-07-24,3484.39990234375
2025-07-25,3462.800048828125
2025-07-28,3393.0
2025-07-29,3379.199951171875
2025-07-30,3376.5
2025-07-31,3347.300048828125
2025-08-01,3316.0
2025-08-04,3356.300048828125
2025-08-05,3418.199951171875
2025-08-06,3417.699951171875
2025-08-07,3415.699951171875
2025-08-08,3460.199951171875
2025-08-11,3467.89990234375
2025-08-12,3486.800048828125
2025-08-13,3466.800048828125
2025-08-14,3489.39990234375
2025-08-18,3554.800048828125
2025-08-19,3568.10009765625
2025-08-20,3595.0
2025-08-21,3616.300048828125
2025-08-22,3621.0
2025-08-25,3651.39990234375
2025-08-26,3594.0
2025-08-28,3637.699951171875
2025-08-29,3628.800048828125
2025-09-01,3618.60009765625
2025-09-02,3620.60009765625
2025-09-03,3690.60009765625
2025-09-04,3691.10009765625
2025-09-05,3665.300048828125
2025-09-08,3658.0
2025-09-09,3630.10009765625
2025-09-10,3620.60009765625
2025-09-11,3584.199951171875
2025-09-12,3571.89990234375
2025-09-15,3534.10009765625
2025-09-16,3556.800048828125
2025-09-17,3523.0
2025-09-18,3511.300048828125
2025-09-19,3467.199951171875
2025-09-22,3457.5
2025-09-23,3439.199951171875
2025-09-24,3418.300048828125
2025-09-25,3378.5
2025-09-26,3327.300048828125
2025-09-29,3401.199951171875
2025-09-30,3367.0
2025-10-01,3408.300048828125
2025-10-03,3453.300048828125
2025-10-06,3425.39990234375
2025-10-07,3418.199951171875
2025-10-08,3565.60009765625
2025-10-09,3550.60009765625
2025-10-10,3531.89990234375
2025-10-13,3533.60009765625
2025-10-14,3537.39990234375
2025-10-15,3549.0
2025-10-16,3640.300048828125
2025-10-17,3674.800048828125
2025-10-20,3737.199951171875
2025-10-21,3729.0
2025-10-23,3772.300048828125
2025-10-24,3714.89990234375
2025-10-27,3739.800048828125
2025-10-28,3717.0
2025-10-29,3748.300048828125
2025-10-30,3750.699951171875
2025-10-31,3746.699951171875
2025-11-03,3724.5
2025-11-04,3813.5
2025-11-06,3774.39990234375
2025-11-07,3769.300048828125
2025-11-10,3803.0
2025-11-11,3812.39990234375
2025-11-12,3851.10009765625
2025-11-13,3839.199951171875
2025-11-14,3829.199951171875
2025-11-17,3868.60009765625
2025-11-18,3879.199951171875
2025-11-19,3933.10009765625
2025-11-20,3902.39990234375
2025-11-21,3904.199951171875
2025-11-24,3874.300048828125
2025-11-25,3855.10009765625
2025-11-26,3897.699951171875
2025-11-27,3903.300048828125
2025-11-28,3907.699951171875
2025-12-01,3894.89990234375
2025-12-02,3885.800048828125
2025-12-03,3817.800048828125
2025-12-04,3800.39990234375
2025-12-05,3813.300048828125
2025-12-08,3767.0
2025-12-09,3849.0
2025-12-10,3845.699951171875
2025-12-11,3844.800048828125
2025-12-12,3880.199951171875
2025-12-15,3866.199951171875
2025-12-16,3929.5
2025-12-17,3907.89990234375
2025-12-18,3919.300048828125
2025-12-19,3930.10009765625
2025-12-22,3933.800048828125
2025-12-23,3925.800048828125
2025-12-24,3909.300048828125
2025-12-26,3992.0
2025-12-29,3983.699951171875
2025-12-30,3974.10009765625
2025-12-31,4051.5
2026-01-01,4049.300048828125
2026-01-02,4051.699951171875
2026-01-05,4079.699951171875
2026-01-06,4111.7998046875
2026-01-07,4273.2001953125
2026-01-08,4249.0
2026-01-09,4201.7998046875
2026-01-12,4231.60009765625
2026-01-13,4239.2001953125
2026-01-14,4221.5
2026-01-15,4221.5
2026-01-16,4196.89990234375
2026-01-19,4144.10009765625
2026-01-20,4075.5
2026-01-21,4079.199951171875
2026-01-22,4018.60009765625
2026-01-23,4021.800048828125
2026-01-27,3997.0
2026-01-28,3975.199951171875
2026-01-29,3939.699951171875
2026-01-30,3977.39990234375
2026-02-02,3953.199951171875
2026-02-03,4068.60009765625
2026-02-04,4144.0
2026-02-05,4097.60009765625
2026-02-06,4141.0
2026-02-09,4257.7998046875
2026-02-10,4269.10009765625
2026-02-11,4249.10009765625
2026-02-12,4275.7998046875
2026-02-13,4179.2001953125
2026-02-16,4181.10009765625
2026-02-17,4236.39990234375
2026-02-18,4248.60009765625
2026-02-19,4198.2001953125
2026-02-20,4236.39990234375
2026-02-23,4272.7001953125
2026-02-24,4294.5
2026-02-25,4325.0
2026-02-26,4342.60009765625
2026-02-27,4327.5
2026-03-02,4270.2998046875
2026-03-04,4204.39990234375
2026-03-05,4275.2001953125
2026-03-06,4244.60009765625
2026-03-09,4159.2001953125
2026-03-10,4220.10009765625
2026-03-11,4140.2998046875
2026-03-12,4129.60009765625
2026-03-13,4073.199951171875
2026-03-16,4090.800048828125
2026-03-17,4090.5
2026-03-18,4145.5
2026-03-19,4037.89990234375
2026-03-20,4106.60009765625
2026-03-23,3853.10009765625
2026-03-24,3899.5
2026-03-25,4039.300048828125
2026-03-27,3981.5
2026-03-30,3951.39990234375
2026-04-01,4065.5
2026-04-02,4097.2001953125
2026-04-06,4246.10009765625
2026-04-07,4230.60009765625
2026-04-08,4492.5
2026-04-09,4439.7998046875
2026-04-10,4505.0
2026-04-13,4439.2998046875
2026-04-15,4522.2001953125
2026-04-16,4461.39990234375
2026-04-17,4525.89990234375
2026-04-20,4521.89990234375
2026-04-21,4479.7001953125
